0.0e0 0.0e0 0.0e0 0.0e0
1.0204e-1 0.0e0 0.0e0 0.0e0
2.0407999e-1 0.0e0 0.0e0 0.0e0
3.0611998e-1 0.0e0 0.0e0 0.0e0
4.0815997e-1 0.0e0 0.0e0 0.0e0
5.1019997e-1 0.0e0 0.0e0 0.0e0
6.1223996e-1 0.0e0 0.0e0 0.0e0
7.1427995e-1 0.0e0 0.0e0 0.0e0
8.1631995e-1 0.0e0 0.0e0 0.0e0
9.1835994e-1 0.0e0 0.0e0 0.0e0
1.02039993e0 0.0e0 0.0e0 0.0e0
1.1224399e0 0.0e0 0.0e0 0.0e0
1.2244798e0 0.0e0 0.0e0 0.0e0
1.3265198e0 0.0e0 0.0e0 0.0e0
1.4285597e0 0.0e0 0.0e0 0.0e0
1.5305997e0 0.0e0 0.0e0 0.0e0
1.6326396e0 0.0e0 0.0e0 0.0e0
1.7346796e0 0.0e0 0.0e0 0.0e0
1.8367195e0 0.0e0 0.0e0 0.0e0
1.9387595e0 0.0e0 0.0e0 0.0e0
2.0407994e0 0.0e0 0.0e0 0.0e0
2.1428394e0 0.0e0 0.0e0 0.0e0
2.2448793e0 0.0e0 0.0e0 0.0e0
2.3469193e0 0.0e0 0.0e0 0.0e0
2.4489592e0 0.0e0 0.0e0 0.0e0
2.5509991e0 0.0e0 0.0e0 0.0e0
2.6530391e0 0.0e0 0.0e0 0.0e0
2.755079e0 0.0e0 0.0e0 0.0e0
2.857119e0 0.0e0 0.0e0 0.0e0
2.959159e0 0.0e0 0.0e0 0.0e0
3.0611989e0 0.0e0 0.0e0 0.0e0
3.1632388e0 0.0e0 0.0e0 0.0e0
3.2652788e0 0.0e0 0.0e0 0.0e0
3.3673187e0 0.0e0 0.0e0 0.0e0
3.4693587e0 0.0e0 0.0e0 0.0e0
3.5713986e0 0.0e0 0.0e0 0.0e0
3.6734386e0 0.0e0 0.0e0 0.0e0
3.7754785e0 0.0e0 0.0e0 0.0e0
3.8775185e0 0.0e0 0.0e0 0.0e0
3.9795584e0 0.0e0 0.0e0 0.0e0
4.0815984e0 0.0e0 0.0e0 0.0e0
4.1836383e0 0.0e0 0.0e0 0.0e0
4.2856783e0 0.0e0 0.0e0 0.0e0
4.3877182e0 0.0e0 0.0e0 0.0e0
4.4897581e0 0.0e0 0.0e0 0.0e0
4.5917981e0 0.0e0 0.0e0 0.0e0
4.693838e0 0.0e0 0.0e0 0.0e0
4.795878e0 0.0e0 0.0e0 0.0e0
4.897918e0 0.0e0 0.0e0 0.0e0
4.9999579e0 0.0e0 0.0e0 0.0e0

0.0e0 4.0816e-1 0.0e0 0.0e0
1.0204e-1 4.0816e-1 2.98557939e-1 2.98557939e-1
2.0407999e-1 4.0816e-1 3.76120395e-1 3.76120395e-1
3.0611998e-1 4.0816e-1 4.30554701e-1 4.30554701e-1
4.0815997e-1 4.0816e-1 4.73935968e-1 4.73935968e-1
5.1019997e-1 4.0816e-1 5.10481055e-1 5.10481055e-1
6.1223996e-1 4.0816e-1 5.42490007e-1 5.42490007e-1
7.1427995e-1 4.0816e-1 5.711127e-1 5.711127e-1
8.1631995e-1 4.0816e-1 5.97052023e-1 5.97052023e-1
9.1835994e-1 4.0816e-1 6.21010774e-1 6.21010774e-1
1.02039993e0 4.0816e-1 6.4320605e-1 6.4320605e-1
1.1224399e0 4.0816e-1 6.6396425e-1 6.6396425e-1
1.2244798e0 4.0816e-1 6.835019e-1 6.835019e-1
1.3265198e0 4.0816e-1 7.0199156e-1 7.0199156e-1
1.4285597e0 4.0816e-1 7.1954239e-1 7.1954239e-1
1.5305997e0 4.0816e-1 7.3626166e-1 7.3626166e-1
1.6326396e0 4.0816e-1 7.5226633e-1 7.5226633e-1
1.7346796e0 4.0816e-1 7.6762563e-1 7.6762563e-1
1.8367195e0 4.0816e-1 7.823844e-1 7.823844e-1
1.9387595e0 4.0816e-1 7.9660014e-1 7.9660014e-1
2.0407994e0 4.0816e-1 8.1037428e-1 8.1037428e-1
2.1428394e0 4.0816e-1 8.2365025e-1 8.2365025e-1
2.2448793e0 4.0816e-1 8.365314e-1 8.365314e-1
2.3469193e0 4.0816e-1 8.4900894e-1 8.4900894e-1
2.4489592e0 4.0816e-1 8.6115405e-1 8.6115405e-1
2.5509991e0 4.0816e-1 8.7294138e-1 8.7294138e-1
2.6530391e0 4.0816e-1 8.844294e-1 8.844294e-1
2.755079e0 4.0816e-1 8.9562302e-1 8.9562302e-1
2.857119e0 4.0816e-1 9.065349e-1 9.065349e-1
2.959159e0 4.0816e-1 9.17205e-1 9.17205e-1
3.0611989e0 4.0816e-1 9.2761871e-1 9.2761871e-1
3.1632388e0 4.0816e-1 9.3784135e-1 9.3784135e-1
3.2652788e0 4.0816e-1 9.4778906e-1 9.4778906e-1
3.3673187e0 4.0816e-1 9.575574e-1 9.575574e-1
3.4693587e0 4.0816e-1 9.671415e-1 9.671415e-1
3.5713986e0 4.0816e-1 9.7655205e-1 9.7655205e-1
3.6734386e0 4.0816e-1 9.857335e-1 9.857335e-1
3.7754785e0 4.0816e-1 9.9476093e-1 9.9476093e-1
3.8775185e0 4.0816e-1 1.00364796e0 1.00364796e0
3.9795584e0 4.0816e-1 1.01240048e0 1.01240048e0
4.0815984e0 4.0816e-1 1.02100676e0 1.02100676e0
4.1836383e0 4.0816e-1 1.02944048e0 1.02944048e0
4.2856783e0 4.0816e-1 1.03772699e0 1.03772699e0
4.3877182e0 4.0816e-1 1.04588579e0 1.04588579e0
4.4897581e0 4.0816e-1 1.05397441e0 1.05397441e0
4.5917981e0 4.0816e-1 1.06187097e0 1.06187097e0
4.693838e0 4.0816e-1 1.06968466e0 1.06968466e0
4.795878e0 4.0816e-1 1.07736383e0 1.07736383e0
4.897918e0 4.0816e-1 1.08496109e0 1.08496109e0
4.9999579e0 4.0816e-1 1.0924677e0 1.0924677e0

0.0e0 8.1632e-1 0.0e0 0.0e0
1.0204e-1 8.1632e-1 4.22158763e-1 4.22158763e-1
2.0407999e-1 8.1632e-1 5.31831514e-1 5.31831514e-1
3.0611998e-1 8.1632e-1 6.08801228e-1 6.08801228e-1
4.0815997e-1 8.1632e-1 6.70142026e-1 6.70142026e-1
5.1019997e-1 8.1632e-1 7.21816515e-1 7.21816515e-1
6.1223996e-1 8.1632e-1 7.67076941e-1 7.67076941e-1
7.1427995e-1 8.1632e-1 8.0754922e-1 8.0754922e-1
8.1631995e-1 8.1632e-1 8.44227237e-1 8.44227237e-1
9.1835994e-1 8.1632e-1 8.78104736e-1 8.78104736e-1
1.02039993e0 8.1632e-1 9.094887e-1 9.094887e-1
1.1224399e0 8.1632e-1 9.3884065e-1 9.3884065e-1
1.2244798e0 8.1632e-1 9.6646675e-1 9.6646675e-1
1.3265198e0 8.1632e-1 9.9261098e-1 9.9261098e-1
1.4285597e0 8.1632e-1 1.01742773e0 1.01742773e0
1.5305997e0 8.1632e-1 1.04106865e0 1.04106865e0
1.6326396e0 8.1632e-1 1.06369914e0 1.06369914e0
